,Isolate_1,Isolate_2,Isolate_3,Isolate_4,Colony Count,cfu/ml,value,Day,ID,Qtr,Treatment,Fat,Protein,Lactose,SNF,MUN,SCC,BHB,Acetone,sccact,logscc,subclinical,Maxsq,Minsq,Avgesq,Maxpoly,Minpoly,Avgepoly,cohort,day_within_cohort,merged_ID,bac_type,gram_sp,logcfu,sq_delta,poly_delta
698,Staphylococcus aureus,,,,"Colony Count: > 10,000 colony forming units/mL.",10000,,310,92788,LF,T,1.55,3.25,4.81,8.97,15.10211,760,0.18,0.03,760000,19.53563989299304,1,32.6,32.4,32.48,33.4,30.9,32.32,3,10,92788.0TLF,Contagious,Positive,4.000043427276863,0.20000000000000284,0.20000000000000284
699,Staphylococcus aureus,,,,"Colony Count: > 10,000 colony forming units/mL.",10000,,310,92788,LR,T,1.88,3.17,4.24,8.26,14.85774,2228,0.08,0.01,2228000,21.08731780200212,1,32.9,32.5,32.64,33.9,29.7,32.7,3,10,92788.0TLR,Contagious,Positive,4.000043427276863,0.3999999999999986,0.3999999999999986
700,Staphylococcus aureus,,,,"Colony Count: > 10,000 colony forming units/mL.",10000,,310,92788,RF,T,2.2,2.98,4.42,8.28,15.57058,371,0.15,0.0,371000,18.50105966128289,1,33.7,33.3,33.47,33.9,30.9,32.91,3,10,92788.0TRF,Contagious,Positive,4.000043427276863,0.4000000000000057,0.4000000000000057
701,Staphylococcus aureus,,,,"Colony Count: > 10,000 colony forming units/mL.",10000,,310,92788,RR,T,1.34,3.19,4.97,9.08,16.97277,35,0.18,0.02,35000,15.09506730160705,0,32.6,32.2,32.35,33.5,30.2,32.46,3,10,92788.0TRR,Contagious,Positive,4.000043427276863,0.3999999999999986,0.3999999999999986
702,Staphylococcus aureus,,,,Colony Count: 300 CFU/ml,300,,325,92788,LF,T,1.52,3.5,4.48,8.81,12.47423,3873,-0.29,0.04,3873000,21.88502007069043,1,34.4,33.7,34.14,34.4,30.5,32.65,3,25,92788.0TLF,Contagious,Positive,2.4785664955938436,0.6999999999999957,0.6999999999999957
703,Staphylococcus aureus,,,,Colony Count: 300 CFU/ml,300,,325,92788,LR,T,1.49,3.38,4.5,8.71,12.19184,1163,-0.22,0.02,1163000,20.14941966613531,1,32.6,31.9,32.17,33.3,27.8,31.84,3,25,92788.0TLR,Contagious,Positive,2.4785664955938436,0.7000000000000028,0.7000000000000028
704,Staphylococcus aureus,,,,Colony Count: 300 CFU/ml,300,,325,92788,RF,T,2.17,3.25,4.24,8.3,10.09912,665,-0.23,0.01,665000,19.34299481505064,1,34.6,34.0,34.32,34.6,31.6,33.61,3,25,92788.0TRF,Contagious,Positive,2.4785664955938436,0.6000000000000014,0.6000000000000014
705,Staphylococcus aureus,,,,Colony Count: 300 CFU/ml,300,,325,92788,RR,T,1.16,3.42,4.88,9.17,13.33588,18,-0.22,0.02,18000,14.1357092861044,0,32.7,32.1,32.39,33.3,26.1,32.19,3,25,92788.0TRR,Contagious,Positive,2.4785664955938436,0.6000000000000014,0.6000000000000014
706,Staphylococcus chromogenes,,,,Colony Count: 2000 colony forming units/mL.,2000,,20,92871,LF,T ,1.1,2.83,4.88,8.62,12.94865,26,0.5,0.0,26000,14.66622400280318,0,33.6,31.5,32.85,33.6,29.1,32.37,2,0,92871.0T LF,Environmental,Positive,3.3012470886362113,2.1000000000000014,2.1000000000000014
707,Staphylococcus chromogenes,,,,Colony Count: 2000 colony forming units/mL.,2000,,20,92871,LR,T ,1.69,3.23,3.77,7.78,12.10742,9999,0.35,-0.04,9999000,23.25335238749349,1,33.1,32.1,32.76,33.1,29.3,32.53,2,0,92871.0T LR,Environmental,Positive,3.3012470886362113,1.0,1.0
708,Staphylococcus chromogenes,,,,Colony Count: 2000 colony forming units/mL.,2000,,20,92871,RF,T ,0.86,2.85,4.98,8.75,13.54796,1,0.47,0.0,1000,9.965784284662087,0,32.5,30.6,31.91,32.6,30.7,32.02,2,0,92871.0T RF,Environmental,Positive,3.3012470886362113,1.8999999999999986,1.8999999999999986
709,Staphylococcus chromogenes,,,,Colony Count: 2000 colony forming units/mL.,2000,,20,92871,RR,T ,0.94,2.89,4.95,8.75,12.86839,311,0.44,0.01,311000,18.24655505479269,1,32.4,29.9,31.7,33.0,28.0,31.57,2,0,92871.0T RR,Environmental,Positive,3.3012470886362113,2.5,2.5
710,Staphylococcus chromogenes,Staphylococcus xylosus,Bacillus pumilus,,"Colony Count: 10,000 colony forming units/mL.",10000,,110,92881,LF,T,0.66,3.5,4.86,9.24,7.7799,282,0.03,0.03,282000,18.10533563706088,1,35.3,34.6,34.89,36.3,29.2,34.91,1,10,92881.0TLF,Environmental,Positive,4.000043427276863,0.6999999999999957,0.6999999999999957
711,Staphylococcus chromogenes,Staphylococcus xylosus,Bacillus pumilus,,"Colony Count: 10,000 colony forming units/mL.",10000,,110,92881,LR,T,0.48,3.53,4.88,9.29,9.12394,163,0.08,0.03,163000,17.31451243889317,0,35.0,34.1,34.47,34.9,32.6,34.1,1,10,92881.0TLR,Environmental,Positive,4.000043427276863,0.8999999999999986,0.8999999999999986
712,Staphylococcus chromogenes,Staphylococcus xylosus,Bacillus pumilus,,"Colony Count: 10,000 colony forming units/mL.",10000,,110,92881,RF,T,0.73,3.55,4.94,9.38,7.06856,55,0.06,0.03,55000,15.74714399818675,0,35.3,34.7,35.0,35.5,32.2,34.72,1,10,92881.0TRF,Environmental,Positive,4.000043427276863,0.5999999999999943,0.5999999999999943
713,Staphylococcus chromogenes,Staphylococcus xylosus,Bacillus pumilus,,"Colony Count: 10,000 colony forming units/mL.",10000,,110,92881,RR,T,0.42,3.52,4.88,9.28,8.41804,245,0.04,0.03,245000,17.90242222366466,0,35.1,34.2,34.75,35.9,32.3,34.76,1,10,92881.0TRR,Environmental,Positive,4.000043427276863,0.8999999999999986,0.8999999999999986
714,Staphylococcus simulans,Staphylococcus chromogenes,Enterococcus sp.,,"Colony Count: < 10,000 colony forming units/mL.",10000,,40,92894,LR,LT,1.88,3.87,4.76,9.5,13.08701,409,0.52,0.1,409000,18.64174131760383,1,34.2,29.1,32.9,33.8,29.7,32.7,4,0,92894.0LTLR,Environmental,Positive,4.000043427276863,5.100000000000001,5.100000000000001
715,Staphylococcus simulans,Staphylococcus chromogenes,Enterococcus sp.,,"Colony Count: < 10,000 colony forming units/mL.",10000,,40,92894,RF,LT,3.32,3.79,4.51,9.14,11.80444,159,0.79,0.14,159000,17.27866723994644,0,34.4,30.2,32.5,34.7,32.6,33.9,4,0,92894.0LTRF,Environmental,Positive,4.000043427276863,4.199999999999999,4.199999999999999
716,Staphylococcus simulans,Staphylococcus chromogenes,Enterococcus sp.,,"Colony Count: < 10,000 colony forming units/mL.",10000,,40,92894,RR,LT,2.26,3.82,4.52,9.18,12.09631,1080,0.47,0.09,1080000,20.04259988171292,1,33.6,28.7,32.4,34.1,30.1,32.7,4,0,92894.0LTRR,Environmental,Positive,4.000043427276863,4.900000000000002,4.900000000000002
717,Staphylococcus simulans,Staphylococcus chromogenes,,,"Colony Count: 7,500 CFU/ml",7500,,410,92894,LR,LT,2.63,3.97,4.8,9.61,16.817,166,0.42,0.09,166000,17.34082371600901,0,34.7,32.7,34.04,34.7,28.7,32.77,4,10,92894.0LTLR,Environmental,Positive,3.8751191654625683,2.0,2.0
718,Staphylococcus simulans,Staphylococcus chromogenes,,,"Colony Count: 7,500 CFU/ml",7500,,410,92894,RF,LT,4.23,3.9,4.42,9.12,15.97249,172,0.62,0.13,172000,17.39204903936418,0,34.5,33.8,34.01,34.5,30.8,33.2,4,10,92894.0LTRF,Environmental,Positive,3.8751191654625683,0.7000000000000028,0.7000000000000028
719,Staphylococcus simulans,Staphylococcus chromogenes,,,"Colony Count: 7,500 CFU/ml",7500,,410,92894,RR,LT,4.17,3.87,4.47,9.14,17.41082,490,0.84,0.08,490000,18.90242222366466,1,33.9,32.9,33.37,34.1,28.0,32.73,4,10,92894.0LTRR,Environmental,Positive,3.8751191654625683,1.0,1.0
720,Staphylococcus aureus,,,,"Colony Count: 2,000 colony forming units/mL.",2000,,225,92895,LF,C,0.86,2.75,4.32,7.92,5.51021,516,0.84,0.05,516000,18.97701154008534,1,33.0,30.3,31.9,33.5,30.5,32.3,2,25,92895.0CLF,Contagious,Positive,3.3012470886362113,2.6999999999999993,2.6999999999999993
721,Staphylococcus aureus,,,,"Colony Count: 2,000 colony forming units/mL.",2000,,225,92895,LR,C,0.44,2.88,4.54,8.29,6.04929,38,0.86,0.05,38000,15.21371179810567,0,32.9,28.5,31.4,33.9,28.9,32.7,2,25,92895.0CLR,Contagious,Positive,3.3012470886362113,4.399999999999999,4.399999999999999
722,Staphylococcus aureus,,,,"Colony Count: 2,000 colony forming units/mL.",2000,,225,92895,RF,C,0.6,2.67,4.49,8.04,6.07648,255,0.91,0.05,255000,17.96013772152094,1,34.0,29.5,32.7,34.5,31.3,33.2,2,25,92895.0CRF,Contagious,Positive,3.3012470886362113,4.5,4.5
723,Staphylococcus aureus,,,,"Colony Count: 2,000 colony forming units/mL.",2000,,225,92895,RR,C,1.02,2.86,2.91,6.48,3.93283,9999,0.29,-0.03,9999000,23.25335238749349,1,32.8,29.3,31.6,34.4,30.2,33.2,2,25,92895.0CRR,Contagious,Positive,3.3012470886362113,3.4999999999999964,3.4999999999999964
724,Staphylococcus sp. Coagulase Negative,,,,"Colony Count: 4,500 CFU/ml",4500,,310,92909,LR,T,0.86,2.49,2.17,5.32,14.66817,1234,0.12,-0.16,1234000,20.2349109638115,1,33.9,33.1,33.43,35.1,29.9,33.67,3,10,92909.0TLR,Environmental,Positive,3.653309012938479,0.7999999999999972,0.7999999999999972
725,Staphylococcus sp. Coagulase Negative,,,,"Colony Count: 4,500 CFU/ml",4500,,310,92909,RF,T,0.8,2.68,2.58,5.96,14.2172,616,0.07,-0.11,616000,19.23257082535699,1,33.2,32.3,32.62,34.8,29.5,32.28,3,10,92909.0TRF,Environmental,Positive,3.653309012938479,0.9000000000000057,0.9000000000000057
726,Staphylococcus chromogenes,,,,"Colony Count: 8,900 CFU/ml",8900,,325,92909,RR,T,1.55,2.72,2.32,5.67,17.95478,773,-0.15,-0.11,773000,19.56010888858694,1,32.5,32.1,32.39,34.8,29.0,32.84,3,25,92909.0TRR,Environmental,Positive,3.9494388010365045,0.3999999999999986,0.3999999999999986
727,Staphylococcus aureus,Staphylococcus chromogenes,,,"Colony Count: 1,800 CFU/ml",1800,,310,92962,LF,LT,2.27,3.02,4.29,8.19,15.80385,1440,0.53,0.05,1440000,20.45763738099176,1,34.3,33.9,34.09,35.7,29.2,33.37,3,10,92962.0LTLF,Contagious,Positive,3.2555137128195333,0.3999999999999986,0.3999999999999986
728,Staphylococcus aureus,Staphylococcus chromogenes,,,"Colony Count: 1,800 CFU/ml",1800,,310,92962,LR,LT,1.6,3.24,4.72,8.87,15.98844,451,0.45,0.06,451000,18.78276790791747,1,31.9,31.0,31.46,32.6,29.5,31.4,3,10,92962.0LTLR,Contagious,Positive,3.2555137128195333,0.8999999999999986,0.8999999999999986
729,Staphylococcus aureus,Staphylococcus chromogenes,,,"Colony Count: 1,800 CFU/ml",1800,,310,92962,RF,LT,0.92,2.19,3.29,6.28,12.2779,3439,0.2,0.05,3439000,21.71355768518888,1,35.0,34.3,34.64,35.1,30.4,33.08,3,10,92962.0LTRF,Contagious,Positive,3.2555137128195333,0.7000000000000028,0.7000000000000028
730,Staphylococcus aureus,Staphylococcus chromogenes,,,"Colony Count: 1,800 CFU/ml",1800,,310,92962,RR,LT,1.25,2.99,4.43,8.3,14.30185,429,0.34,0.07,429000,18.71061812216163,1,32.7,31.2,31.99,33.3,28.0,31.3,3,10,92962.0LTRR,Contagious,Positive,3.2555137128195333,1.5000000000000036,1.5000000000000036
731,Staphylococcus aureus,Staphylococcus chromogenes,Streptococcus sp. Alpha-Hemolytic,,"Colony Count: > 10,000 colony forming units/mL.",10000,,325,92962,LF,LT,1.09,3.55,4.86,9.28,18.45683,306,-0.41,0.03,306000,18.22317212735474,1,35.8,34.6,35.39,36.3,29.3,33.88,3,25,92962.0LTLF,Contagious,Positive,4.000043427276863,1.1999999999999957,1.1999999999999957
732,Staphylococcus aureus,Staphylococcus chromogenes,Streptococcus sp. Alpha-Hemolytic,,"Colony Count: > 10,000 colony forming units/mL.",10000,,325,92962,LR,LT,0.86,3.59,4.83,9.28,18.34611,438,-0.51,0.04,438000,18.74057134426326,1,36.7,35.8,36.15,37.1,35.0,36.12,3,25,92962.0LTLR,Contagious,Positive,4.000043427276863,0.9000000000000057,0.9000000000000057
733,Staphylococcus aureus,Staphylococcus chromogenes,Streptococcus sp. Alpha-Hemolytic,,"Colony Count: > 10,000 colony forming units/mL.",10000,,325,92962,RF,LT,1.1,3.49,4.38,8.69,17.76737,1810,-0.4,0.02,1810000,20.78755826663265,1,35.1,34.2,34.59,36.3,29.9,34.72,3,25,92962.0LTRF,Contagious,Positive,4.000043427276863,0.8999999999999986,0.8999999999999986
734,Staphylococcus aureus,Staphylococcus chromogenes,Streptococcus sp. Alpha-Hemolytic,,"Colony Count: > 10,000 colony forming units/mL.",10000,,325,92962,RR,LT,0.84,3.55,4.87,9.28,18.41457,152,-0.46,0.03,152000,17.21371179810567,0,36.4,35.3,35.91,36.7,31.7,35.39,3,25,92962.0LTRR,Contagious,Positive,4.000043427276863,1.1000000000000014,1.1000000000000014
735,Staphylococcus aureus,Staphylococcus chromogenes,Streptococcus sp. Alpha-Hemolytic,,"Colony Count: > 10,000 colony forming units/mL.",10000,,425,92962,LF,.,1.29,3.16,4.34,8.35,16.71801,836,0.0,0.02,836000,19.67314341674297,1,30.2,29.4,29.8,30.6,29.4,29.8,4,25,92962.0.LF,Contagious,Positive,4.000043427276863,0.8000000000000007,0.8000000000000007
736,Staphylococcus aureus,Staphylococcus chromogenes,Streptococcus sp. Alpha-Hemolytic,,"Colony Count: > 10,000 colony forming units/mL.",10000,,425,92962,LR,.,1.26,3.5,4.96,9.35,18.70805,42,-0.1,0.04,42000,15.35810170744085,0,33.7,30.2,32.7,33.6,32.3,33.1,4,25,92962.0.LR,Contagious,Positive,4.000043427276863,3.5000000000000036,3.5000000000000036
737,Staphylococcus aureus,Staphylococcus chromogenes,Streptococcus sp. Alpha-Hemolytic,,"Colony Count: > 10,000 colony forming units/mL.",10000,,425,92962,RF,.,1.23,2.98,3.51,7.27,16.91594,1975,-0.13,-0.02,1975000,20.91342122261391,1,31.1,29.0,29.7,30.8,29.0,29.7,4,25,92962.0.RF,Contagious,Positive,4.000043427276863,2.1000000000000014,2.1000000000000014
738,Staphylococcus aureus,Staphylococcus chromogenes,Streptococcus sp. Alpha-Hemolytic,,"Colony Count: > 10,000 colony forming units/mL.",10000,,425,92962,RR,.,0.78,3.39,4.89,9.16,18.77552,120,-0.24,0.03,120000,16.87267488027061,0,33.4,30.1,32.2,33.4,30.4,32.4,4,25,92962.0.RR,Contagious,Positive,4.000043427276863,3.299999999999997,3.299999999999997
739,Staphylococcus aureus,Staphylococcus chromogenes,Streptococcus dysgalactiae,,"Colony Count: > 10,000 colony forming units/mL.",10000,,310,93043,LF,C,0.72,4.31,2.3,7.19,4.74847,3450,-1.23,-0.22,3450000,21.71816493121498,1,34.7,34.3,34.58,34.7,31.9,33.84,3,10,93043.0CLF,Contagious,Positive,4.000043427276863,0.4000000000000057,0.4000000000000057
740,Staphylococcus aureus,Staphylococcus chromogenes,Streptococcus dysgalactiae,,"Colony Count: > 10,000 colony forming units/mL.",10000,,310,93043,LR,C,1.55,3.45,4.42,8.71,13.74956,4340,0.72,0.08,4340000,22.04926361199393,1,34.4,33.7,33.98,34.5,31.5,33.57,3,10,93043.0CLR,Contagious,Positive,4.000043427276863,0.6999999999999957,0.6999999999999957
741,Staphylococcus aureus,Staphylococcus chromogenes,Streptococcus dysgalactiae,,"Colony Count: > 10,000 colony forming units/mL.",10000,,310,93043,RF,C,1.54,3.53,4.67,9.07,13.07929,280,0.68,0.08,280000,18.09506730160705,1,34.8,34.1,34.48,35.1,28.1,33.52,3,10,93043.0CRF,Contagious,Positive,4.000043427276863,0.6999999999999957,0.6999999999999957
742,Staphylococcus aureus,Staphylococcus chromogenes,Streptococcus dysgalactiae,,"Colony Count: > 10,000 colony forming units/mL.",10000,,310,93043,RR,C,1.53,3.55,4.52,8.92,13.83888,2930,0.66,0.08,2930000,21.4824692339717,1,33.1,32.1,32.55,34.3,31.1,33.04,3,10,93043.0CRR,Contagious,Positive,4.000043427276863,1.0,1.0
743,Staphylococcus aureus,Streptococcus uberis,,,"Colony Count: 2,200 CFU/ml",2200,,325,93043,RF,C,1.7,3.92,4.58,9.31,10.07358,812,-0.24,0.04,812000,19.63112020184726,1,36.5,34.6,35.97,36.5,28.4,35.16,3,25,93043.0CRF,Contagious,Positive,3.342620042553348,1.8999999999999986,1.8999999999999986
744,Staphylococcus aureus,Staphylococcus chromogenes,Bacillus sp.,,Colony Count: 600 CFU/ml,600,,40,93045,LF,LT,2.06,2.82,4.7,8.44,11.18596,52,0.31,0.06,52000,15.66622400280318,0,30.9,29.1,30.2,33.3,30.5,32.2,4,0,93045.0LTLF,Contagious,Positive,2.7788744720027396,1.7999999999999972,1.7999999999999972
745,Staphylococcus aureus,Staphylococcus chromogenes,Bacillus sp.,,Colony Count: 600 CFU/ml,600,,40,93045,LR,LT,1.2,2.84,3.3,6.91,9.03528,9999,-0.13,-0.04,9999000,23.25335238749349,1,32.9,30.0,31.9,34.0,31.0,32.0,4,0,93045.0LTLR,Contagious,Positive,2.7788744720027396,2.8999999999999986,2.8999999999999986
746,Staphylococcus aureus,Staphylococcus chromogenes,Bacillus sp.,,Colony Count: 600 CFU/ml,600,,40,93045,RF,LT,1.62,2.57,3.59,6.98,6.79227,1381,0.12,0.02,1381000,20.39728188892014,1,32.7,29.9,31.3,32.8,30.6,31.8,4,0,93045.0LTRF,Contagious,Positive,2.7788744720027396,2.8000000000000043,2.8000000000000043
747,Staphylococcus aureus,Staphylococcus chromogenes,Bacillus sp.,,Colony Count: 600 CFU/ml,600,,40,93045,RR,LT,1.08,2.5,2.97,6.22,8.62529,8704,-0.11,-0.03,8704000,23.05324712591243,1,33.9,30.6,32.2,33.4,29.9,32.6,4,0,93045.0LTRR,Contagious,Positive,2.7788744720027396,3.299999999999997,3.299999999999997
748,Staphylococcus aureus,,,,"Colony Count: > 10,000 colony forming units/mL.",10000,,410,93045,LF,LT,2.3,3.03,4.49,8.37,18.84,175,0.25,0.04,175000,17.41699539649442,0,33.8,32.6,33.41,33.9,29.2,32.68,4,10,93045.0LTLF,Contagious,Positive,4.000043427276863,1.1999999999999957,1.1999999999999957
749,Staphylococcus aureus,,,,"Colony Count: > 10,000 colony forming units/mL.",10000,,410,93045,LR,LT,1.33,2.97,4.28,8.07,17.78572,3066,0.07,0.03,3066000,21.54792626632086,1,33.5,29.1,32.74,33.5,28.9,32.22,4,10,93045.0LTLR,Contagious,Positive,4.000043427276863,4.399999999999999,4.399999999999999
750,Staphylococcus aureus,,,,"Colony Count: > 10,000 colony forming units/mL.",10000,,410,93045,RF,LT,1.83,3.01,4.71,8.59,17.2838,182,0.18,0.04,182000,17.47357892486078,0,34.3,33.1,33.71,34.5,31.3,33.21,4,10,93045.0LTRF,Contagious,Positive,4.000043427276863,1.1999999999999957,1.1999999999999957
751,Staphylococcus aureus,,,,"Colony Count: > 10,000 colony forming units/mL.",10000,,410,93045,RR,LT,1.3,2.81,3.31,6.86,18.24088,9364,-0.03,-0.02,9364000,23.1586935037741,1,33.5,32.8,33.25,33.5,31.0,32.7,4,10,93045.0LTRR,Contagious,Positive,4.000043427276863,0.7000000000000028,0.7000000000000028
752,Staphylococcus aureus,Corynebacterium xerosis,Aerococcus viridans,,Colony Count: 800 CFU/ml,800,,425,93045,LF,LT,4.6,3.0,4.22,8.07,22.40525,275,0.9,0.06,275000,18.06907209307411,1,33.8,29.7,32.8,33.8,32.0,33.1,4,25,93045.0LTLF,Contagious,Positive,2.9036325160842376,4.099999999999998,4.099999999999998
753,Staphylococcus aureus,Corynebacterium xerosis,Aerococcus viridans,,Colony Count: 800 CFU/ml,800,,425,93045,LR,LT,1.94,3.0,4.21,8.06,21.0551,2573,0.37,0.05,2573000,21.29502002639589,1,33.2,28.3,32.2,33.1,30.1,32.2,4,25,93045.0LTLR,Contagious,Positive,2.9036325160842376,4.900000000000002,4.900000000000002
754,Staphylococcus aureus,Corynebacterium xerosis,Aerococcus viridans,,Colony Count: 800 CFU/ml,800,,425,93045,RF,LT,3.73,3.0,4.52,8.4,21.30992,54,0.72,0.06,54000,15.72067178682556,0,33.1,28.5,32.1,33.1,31.8,32.5,4,25,93045.0LTRF,Contagious,Positive,2.9036325160842376,4.600000000000001,4.600000000000001
755,Staphylococcus aureus,Corynebacterium xerosis,Aerococcus viridans,,Colony Count: 800 CFU/ml,800,,425,93045,RR,LT,2.29,2.98,3.92,7.72,19.39088,3792,0.37,0.04,3792000,21.85452753356035,1,33.3,30.4,32.2,33.3,30.4,32.2,4,25,93045.0LTRR,Contagious,Positive,2.9036325160842376,2.8999999999999986,2.8999999999999986
756,Staphylococcus chromogenes,,,,Colony Count: 100 CFU/ml,100,,410,93046,LF,LT,1.17,3.15,4.25,8.22,15.49444,188,-0.12,0.0,188000,17.52037313633972,0,36.5,33.5,35.99,36.5,32.9,34.85,4,10,93046.0LTLF,Environmental,Positive,2.0043213737826426,3.0,3.0
757,Staphylococcus chromogenes,,,,Colony Count: 100 CFU/ml,100,,410,93046,LR,LT,1.62,3.2,4.15,8.15,15.10289,401,0.01,0.0,401000,18.61324271111701,1,36.2,34.9,35.72,36.2,28.3,33.78,4,10,93046.0LTLR,Environmental,Positive,2.0043213737826426,1.3000000000000043,1.3000000000000043
758,Staphylococcus chromogenes,,,,Colony Count: 100 CFU/ml,100,,410,93046,RF,LT,2.03,3.45,4.11,8.35,15.53293,1029,-0.17,0.0,1029000,19.97281155155606,1,36.5,34.1,36.03,36.5,31.0,34.23,4,10,93046.0LTRF,Environmental,Positive,2.0043213737826426,2.3999999999999986,2.3999999999999986
759,Staphylococcus chromogenes,,,,Colony Count: 100 CFU/ml,100,,410,93046,RR,LT,1.41,3.3,4.25,8.36,15.16094,308,-0.09,0.0,308000,18.23257082535699,1,35.9,34.3,35.22,36.1,30.6,33.61,4,10,93046.0LTRR,Environmental,Positive,2.0043213737826426,1.6000000000000014,1.6000000000000014
760,Staphylococcus xylosus,Enterococcus sp.,,,"Colony Count: 7,600 colony forming units/mL.",7600,,20,93061,LR,T ,2.09,3.02,4.73,8.64,7.00688,27,0.58,0.05,27000,14.72067178682556,0,35.3,33.6,34.61,35.5,29.5,34.25,2,0,93061.0T LR,Environmental,Positive,3.8808707325324234,1.6999999999999957,1.6999999999999957
761,Staphylococcus xylosus,Enterococcus sp.,,,"Colony Count: 7,600 colony forming units/mL.",7600,,20,93061,RF,T ,2.51,3.04,4.08,7.93,5.59853,150,0.74,0.06,150000,17.19460297515797,0,35.3,33.7,34.26,35.6,32.4,34.53,2,0,93061.0T RF,Environmental,Positive,3.8808707325324234,1.5999999999999943,1.5999999999999943
762,Staphylococcus xylosus,Enterococcus sp.,,,"Colony Count: 7,600 colony forming units/mL.",7600,,20,93061,RR,T ,2.44,3.07,3.84,7.7,6.48636,3175,0.3,0.03,3175000,21.59832516120898,1,35.1,33.8,34.49,35.1,32.5,34.01,2,0,93061.0T RR,Environmental,Positive,3.8808707325324234,1.3000000000000043,1.3000000000000043
763,Staphylococcus chromogenes,,,,"Colony Count: 2,500 CFU/ml",2500,,410,93167,LF,C,1.82,3.62,4.66,9.13,19.79079,2815,-0.42,0.04,2815000,21.42470349162968,1,34.8,34.0,34.42,34.8,30.6,34.02,4,10,93167.0CLF,Environmental,Positive,3.3981136917305026,0.7999999999999972,0.7999999999999972
764,Staphylococcus chromogenes,,,,"Colony Count: 2,500 CFU/ml",2500,,410,93167,LR,C,2.94,3.44,4.6,8.89,15.926,609,-0.08,0.04,609000,19.21608270256842,1,34.5,33.7,33.98,34.5,29.3,33.62,4,10,93167.0CLR,Environmental,Positive,3.3981136917305026,0.7999999999999972,0.7999999999999972
765,Staphylococcus chromogenes,,,,"Colony Count: 2,500 CFU/ml",2500,,410,93167,RR,C,3.44,3.5,4.75,9.11,17.31895,203,0.06,0.05,203000,17.63112020184726,0,33.7,32.4,33.25,33.5,28.2,32.49,4,10,93167.0CRR,Environmental,Positive,3.3981136917305026,1.3000000000000043,1.3000000000000043
766,Streptococcus uberis,,,,"Colony Count: > 10,000 colony forming units/mL.",10000,,410,93261,LF,C,2.32,3.05,4.66,8.57,12.72733,33,0.18,-0.01,33000,15.01017840402054,0,37.6,35.7,37.22,37.8,35.7,37.07,4,10,93261.0CLF,Environmental,Positive,4.000043427276863,1.8999999999999986,1.8999999999999986
767,Streptococcus uberis,,,,"Colony Count: > 10,000 colony forming units/mL.",10000,,410,93261,LR,C,1.78,3.06,4.79,8.72,12.71267,11,0.15,-0.01,11000,13.42521590329939,0,36.1,35.4,35.85,36.2,32.8,35.35,4,10,93261.0CLR,Environmental,Positive,4.000043427276863,0.7000000000000028,0.7000000000000028
768,Streptococcus uberis,,,,"Colony Count: > 10,000 colony forming units/mL.",10000,,410,93261,RR,C,1.68,3.23,4.07,8.09,8.99798,7555,-0.3,0.0,7555000,22.84900032471428,1,37.3,36.4,36.89,37.3,33.1,36.25,4,10,93261.0CRR,Environmental,Positive,4.000043427276863,0.8999999999999986,0.8999999999999986
769,Staphylococcus hyicus,Streptococcus uberis,,,"Colony Count: > 10,000 colony forming units/mL.",10000,,425,93261,LF,C,1.38,2.88,4.69,8.46,14.36156,55,0.23,0.02,55000,15.74714399818675,0,33.5,29.4,31.2,33.4,29.7,31.2,4,25,93261.0CLF,Environmental,Positive,4.000043427276863,4.100000000000001,4.100000000000001
770,Staphylococcus hyicus,Streptococcus uberis,,,"Colony Count: > 10,000 colony forming units/mL.",10000,,425,93261,LR,C,1.19,2.81,4.8,8.52,15.01511,1,0.31,0.01,1000,9.965784284662087,0,32.5,30.2,31.3,31.5,29.1,30.3,4,25,93261.0CLR,Environmental,Positive,4.000043427276863,2.3000000000000007,2.3000000000000007
771,Staphylococcus hyicus,Streptococcus uberis,,,"Colony Count: > 10,000 colony forming units/mL.",10000,,425,93261,RR,C,1.29,3.09,4.76,8.75,14.40074,498,0.06,0.03,498000,18.92578621673017,1,33.0,29.8,31.4,34.5,31.5,33.0,4,25,93261.0CRR,Environmental,Positive,4.000043427276863,3.1999999999999993,3.1999999999999993
772,Trueperella pyogenes,Staphylococcus chromogenes,Staphylococcus xylosus,,"Colony Count: 7,900 CFU/ml",7900,,410,93287,LF,LT,3.29,2.93,4.26,8.01,10.29511,249,0.69,0.02,249000,17.92578621673017,0,33.8,33.2,33.47,34.5,32.9,33.73,4,10,93287.0LTLF,Environmental,Positive,3.89768206179642,0.5999999999999943,0.5999999999999943
773,Trueperella pyogenes,Staphylococcus chromogenes,Staphylococcus xylosus,,"Colony Count: 7,900 CFU/ml",7900,,410,93287,LR,LT,0.86,2.71,1.87,5.16,19.71442,8460,-0.34,-0.23,8460000,23.0122262326694,1,31.7,29.7,30.91,32.2,28.3,30.68,4,10,93287.0LTLR,Environmental,Positive,3.89768206179642,2.0,2.0
774,Trueperella pyogenes,Staphylococcus chromogenes,Staphylococcus xylosus,,"Colony Count: 7,900 CFU/ml",7900,,410,93287,RF,LT,2.63,3.08,4.72,8.66,9.51775,46,0.58,0.03,46000,15.4893462407191,0,33.9,32.9,33.68,34.1,30.3,32.78,4,10,93287.0LTRF,Environmental,Positive,3.89768206179642,1.0,1.0
